id,source_platform,contest,issue_id,severity,title,description,source_url,introduced_in_commit,domain,scraped_at,stride,cwe_top25,evidence,silent_fix_prob,security_score,fix_commit,confidence,n_signals,authority_tier
d4bfede4b22f39d8,lodestar,ChainSafe/lodestar,RELEASE#v1.35.0-rc.0#68314bba,Info,update the `elliptic` to fix a vulnerability  (#8374) (@nazarhussain),"[v1.35.0-rc.0] ### Dependencies

- upgrade typescript to 5.9 (#8412) (@nazarhussain)
- update the `elliptic` to fix a vulnerability  (#8374) (@nazarhussain)

### Tests",https://github.com/ChainSafe/lodestar/releases/tag/v1.35.0-rc.0,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ChainSafe/lodestar/releases/tag/v1.35.0-rc.0""]",,0.9,,high,1,C_candidate
886802452696b7ff,lodestar,ChainSafe/lodestar,RELEASE#v1.39.0-rc.2#15e48e8d,Info,prevent duplicate aggregates passing validation due to race condition (#8716) (@nflaig),"[v1.39.0-rc.2] - add triple-beam dependency to package.json (#8736) (@barnabasbusa)
- dockerfile build errors (#8735) (@barnabasbusa)
- update default dashboards to new infra hostnames (#8726) (@philknows)
- prevent duplicate aggregates passing validation due to race condition (#8716) (@nflaig)
- simplify getBlockSignatureSets api (#8720) (@twoeths)
- avoid calling committee selection apis if there are no duties (#8708) (@nflaig)",https://github.com/ChainSafe/lodestar/releases/tag/v1.39.0-rc.2,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ChainSafe/lodestar/releases/tag/v1.39.0-rc.2""]",,0.5,,medium,1,C_candidate
0424ba3a744d2233,lodestar,ChainSafe/lodestar,RELEASE#v1.40.0-rc.1#6b67dc45,Info,await processFn to prevent buffer pool race condition (#8877) (@lodekeeper),"[v1.40.0-rc.1] 
### Bug Fixes

- await processFn to prevent buffer pool race condition (#8877) (@lodekeeper)
- consistently check block input cache before checking hot db for blocks (#8823) (@nflaig)
- remove index label from validator_monitor_prev_epoch_on_chain_balance metric (#8824) (@lodekeeper)
- make column reconstruction delay a function of slot time (#8827) (@lodekeeper)",https://github.com/ChainSafe/lodestar/releases/tag/v1.40.0-rc.1,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ChainSafe/lodestar/releases/tag/v1.40.0-rc.1""]",,0.5,,medium,2,B_corroborated
1840bfdc1932be03,lodestar,ChainSafe/lodestar,RELEASE#v1.43.0-rc.1#a306fc8d,Info,avoid metrics crash on payload envelope publish (#9279) (@lodekeeper),"[v1.43.0-rc.1] - drop voluntary exits invalidated by parent execution requests (#9292) (@nflaig)
- correct DA status for payload (#9278) (@twoeths)
- call fcu in importExecutionPayload (#9285) (@wemeetagain)
- avoid metrics crash on payload envelope publish (#9279) (@lodekeeper)
- clone block header during payload envelope verification (#9277) (@nflaig)
- properly handle starting from gloas at genesis (#9273) (@nflaig)
- emit `payload_attributes` for local proposals by default (#9258) (@eth2353)",https://github.com/ChainSafe/lodestar/releases/tag/v1.43.0-rc.1,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ChainSafe/lodestar/releases/tag/v1.43.0-rc.1""]",,0.5,,medium,2,B_corroborated
e60b2538cf2e22ef,nethermind,NethermindEth/nethermind,COMMIT#c18009ecedd2,Info,security docs,,https://github.com/NethermindEth/nethermind/commit/c18009ecedd27ae824deb8adefc698bf8eeadb1e,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/c18009ecedd27ae824deb8adefc698bf8eeadb1e""]",0.0,0.5,c18009ecedd27ae824deb8adefc698bf8eeadb1e,medium,1,C_candidate
31f30f00bdfebda9,nethermind,NethermindEth/nethermind,COMMIT#d0f3d6c529a1,Info,Update security.rst,,https://github.com/NethermindEth/nethermind/commit/d0f3d6c529a1c76258de94f246c29de4196dd9f4,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/d0f3d6c529a1c76258de94f246c29de4196dd9f4"", ""https://github.com/NethermindEth/nethermind/commit/a7434f34530832b0970c4306def1716141cdd61e""]",0.0,0.5,d0f3d6c529a1c76258de94f246c29de4196dd9f4,medium,1,C_candidate
f1da7d9cd5974246,nethermind,NethermindEth/nethermind,COMMIT#19d4b38aaa7e,Info,"dev wallet, todo, security attributes, json rpc changes",,https://github.com/NethermindEth/nethermind/commit/19d4b38aaa7e0b408d68119dd38e4858eba2a161,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/19d4b38aaa7e0b408d68119dd38e4858eba2a161""]",0.0,0.5,19d4b38aaa7e0b408d68119dd38e4858eba2a161,medium,1,C_candidate
1d8b1fbdfd7cb457,nethermind,NethermindEth/nethermind,COMMIT#654ff91c76db,Info,Fix: Blocktest exception handling logic  (#9491),"* Fix: Blocktest validation bypass and exception handling logic

This commit addresses two critical issues in blockchain test validation:

1. Validation Bypass Vulnerability:
   - Removed the `!test.SealEngineUsed ||` condition that allowed blocks
     to skip validation entirely when using NoProof seal engine
   - Now all blocks undergo proper consensus rule validation regardless
     of seal engine type (seal validation itself remains conditional)

2. Inverted Exception Logic:
   - Fixed inverted null checks on `ExpectedException` in both validation
     failure and exception handling paths
   - Added explicit validation pass/fail checks to catch blocks that
     unexpectedly pass when they should fail
   - Improved error messages to include actual validation error details
   - Added explanatory comments documenting expected behavior

The validation framework now correctly:
- Validates all blocks through the consensus rule validator
- Fails tests when blocks unexpectedly pass validation
- Fails tests when blocks unexpectedly fail validation
- Properly handles expected failures via both validation and exceptions

🤖 Generated with [Claude Code](https://claude.com/claude-code)

Co-Authored-By: Claude <noreply@anthropic.com>

* ExpectException asserts simplification

* fixes

* Remove SealEngineType and SealEngineUsed

* simplify asserts

* Fix expectsException

---------

Co-authored-by: Bhargava Shastry <bhargava.shastry@ethereum.org>
Co-authored-by: Claude <noreply@anthropic.com>
Co-authored-by: Alexey Osipov <me@flcl.me>",https://github.com/NethermindEth/nethermind/commit/654ff91c76dbf901d9013f6f3574a2c2ac39d17e,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/654ff91c76dbf901d9013f6f3574a2c2ac39d17e""]",,0.8,654ff91c76dbf901d9013f6f3574a2c2ac39d17e,medium,2,B_corroborated
531d5fb77c43307c,nethermind,NethermindEth/nethermind,COMMIT#79b31cdd1bf0,Info,fix(tracer): guard NativeCallTracer against empty call stack on CREATE transactions (#11340),"* fix(NativeCallTracer): prevent crash on empty call stacks during deployment failures and add regression tests

* fixup! fix(NativeCallTracer): prevent crash on empty call stacks during deployment failures and add regression tests

* chore(GethLikeCallTracerTests): remove unnecessary using directive

* Update src/Nethermind/Nethermind.Evm.Test/Tracing/GethLikeCallTracerTests.cs

Co-authored-by: claude[bot] <209825114+claude[bot]@users.noreply.github.com>

* fix(NativeCallTracer): always ClearFailedLogs when MarkAsFailed

* fix(GethLikeCallTracerTests): deduplicate to test-cases

* chore(GethLikeCallTracerTests): fix whitespaces

---------

Co-authored-by: claude[bot] <209825114+claude[bot]@users.noreply.github.com>
Co-authored-by: Stavros Vlachakis <89769224+svlachakis@users.noreply.github.com>",https://github.com/NethermindEth/nethermind/commit/79b31cdd1bf08d1976240d550aa95eeaa31871e4,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/79b31cdd1bf08d1976240d550aa95eeaa31871e4"", ""https://github.com/NethermindEth/nethermind/pull/11340""]",0.9,0.3,79b31cdd1bf08d1976240d550aa95eeaa31871e4,low,4,B_corroborated
bbb32c0ba16dd9e4,nethermind,NethermindEth/nethermind,COMMIT#618af12a9a15,Info,fix(txpool): fix data race that broadcasts a null transaction (#12162),"* fix(txpool): fix data race that broadcasts a null transaction

TxBroadcaster.BroadcastOnce locked on the _accumulatedTemporaryTxs
instance while TimerOnElapsed swapped that field by reference via
Interlocked.Exchange without taking the same lock. A monitor only
serialises sections that lock the same stable object, so the swap let
two threads hold monitors on two different ResettableList instances
while both Add()-ing to the same underlying List<T>. A concurrent Add
during a resize leaves a null hole in the list, which is later read
lazily through txs.Where(_gossipFilter) and dereferenced by
SpecDrivenTxGossipPolicy, throwing NullReferenceException in
CompositeTxGossipPolicy.ShouldGossipTransaction while gossiping to peers.

Use a dedicated, never-reassigned lock for both the append and the swap.
After the swap, BroadcastOnce only touches the new (empty) accumulator
while the timer exclusively owns the buffer being sent, so the two lists
are never mutated concurrently. The ResettableList reuse/swap design is
kept to avoid per-broadcast allocations during sync.

The pre-existing race surfaces as a fatal crash now only because
SpecDrivenTxGossipPolicy is the first gossip policy to dereference the
transaction; it was observed on gnosis+Flat sync where finalization-driven
background work shifts scheduling enough to hit the window.

Adds a concurrency regression test that drives BroadcastOnce against
repeated timer swaps and asserts no null reaches the peer (and that every
transaction is sent exactly once). The test fails reliably on the old
code and passes on the fix.

Co-Authored-By: Claude Opus 4.8 (1M context) <noreply@anthropic.com>

* refactor(txpool): address review feedback

- Remove the two comments @asdacap flagged as unnecessary (the XML doc on
  _accumulatedTxsLock and the inline comment in NotifyPeers).
- Yield in the regression test's ticker loop so it no longer busy-spins a
  core; the swap window is still hit reliably (test still fails 5/5 on the
  pre-f",https://github.com/NethermindEth/nethermind/commit/618af12a9a1542f980c2c509d7700a589a95f1c9,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/618af12a9a1542f980c2c509d7700a589a95f1c9""]",,0.5,618af12a9a1542f980c2c509d7700a589a95f1c9,medium,3,B_corroborated
09bf2fecd5589ce3,nethermind,NethermindEth/nethermind,COMMIT#f877973f42a8,Info,Refresh snap-sync account storage root via verified GetAccountRange (#12082),"* Refresh snap-sync account storage root via verified GetAccountRange

When a storage root mismatches during snap sync, the account was refreshed
by fetching its storage-trie root node via GetTrieNodes and trusting the
returned node's hash blindly. That refresh path is being removed in snaps/2
and never verified the new storage root against the pivot state root.

Refresh now sends a single-account GetAccountRange (limit = path + 1) and
verifies the returned account against the pivot state root by reconstructing
the account range the same way account-range sync does: fill the boundary
proof nodes, set the returned account(s), then check the recomputed root. The
reconstruction runs in an isolated, empty-backed trie (no writes to the client
state DB, so it cannot race the partition sync), and because the leaf is set
from the response it does not rely on the proof containing it. Outcomes:
verified (adopt storage root, re-queue storage), not found (deleted account,
terminal), expired (stale pivot), or invalid proof (retry and score the peer).
Refreshes are rare, so one account per request is fine.

The shared verification is factored into SnapProviderHelper.BuildAndVerifyRoot,
used by both CommitRange and the new no-commit VerifyAccountRange. The
now-unused GetTrieNodes(AccountsToRefreshRequest) overload is left for the
snaps/2 cleanup.

Co-Authored-By: Claude Opus 4.8 (1M context) <noreply@anthropic.com>

* Address review feedback on account refresh verification

- Require proof for NotFound: an empty GetAccountRange response no longer
  concludes the account was deleted; it retries (Expired) instead, so a
  terminal NotFound is only reached via a verified range proof.
- Fail closed on malformed proofs: VerifyRefreshedAccount now catches all
  exceptions from the throwaway verification trie (untrusted P2P data) and
  returns InvalidProof rather than letting them crash the sync task.
- Clarify the limit = path + 1 comment (avoids start == limit, which some
  peers treat",https://github.com/NethermindEth/nethermind/commit/f877973f42a8094e9d55394149a76e359a6a2b69,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/f877973f42a8094e9d55394149a76e359a6a2b69""]",0.9,0.3,f877973f42a8094e9d55394149a76e359a6a2b69,low,3,B_corroborated
3b40b7dafff6990f,nethermind,NethermindEth/nethermind,COMMIT#d7a96c950017,Info,fix(flat-db): skip ImportFlatDb when pruning trie state lacks head root (#11422),"When --FlatDb.ImportFromPruningTrieState=true is set on a node that runs
FlatDb as the primary state store and is interrupted before the first
sync completes, the next start enters a crash loop:

  Step StepWrapper failed: Nethermind.Trie.TrieException: Missing node is not expected
    at Importer.Visitor.VisitMissingNode(...)
    at PatriciaTree.Accept(...)
    at ImportFlatDb.Execute(...)

Root cause: ImportFlatDb only guarded on the destination flat DB
(CurrentState.BlockNumber > 0). On a partial-sync restart, blockTree.Head
is genesis but the source pruning trie node storage never received the
genesis state (FlatDb is the primary store), so visiting the state root
throws and the runner exits, causing Docker to restart in a loop.

Add a source-side guard: if INodeStorage does not contain head.StateRoot,
log and return without erroring. The import flag becomes a harmless no-op
when there is nothing to migrate, matching the workaround of removing the
flag.

Fixes #11418

Co-authored-by: Claude Opus 4.7 (1M context) <noreply@anthropic.com>
Co-authored-by: Lukasz Rozmej <lukasz.rozmej@gmail.com>",https://github.com/NethermindEth/nethermind/commit/d7a96c950017c3835cd06d9b6f444fc32e4ae78e,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/d7a96c950017c3835cd06d9b6f444fc32e4ae78e"", ""https://github.com/NethermindEth/nethermind/pull/11422""]",0.9,0.3,d7a96c950017c3835cd06d9b6f444fc32e4ae78e,low,3,B_corroborated
33aa75a59c082d37,nethermind,NethermindEth/nethermind,COMMIT#efeb0f7d678b,Info,"fix(flatdb): detect legacy raw slot DBs by slot presence, not the Layout marker (#11975)","* fix(flatdb): detect legacy raw slot DBs by slot presence, not the Layout marker

ResolveSlotEncoding wraps storage slot values as RLP for fresh DBs and reads
existing DBs in their recorded encoding. When no SlotEncoding version is
recorded it must distinguish a brand-new DB (wrap) from a DB synced before this
feature (raw). It used presence of the Layout key as the ""previously synced""
proxy, but the Layout marker itself postdates flat sync (#11271): a DB synced
before it — or one provisioned by tooling that bypasses the metadata column —
holds raw slots with no Layout key. Such a DB was misread as brand-new, wrapping
was enabled, and every SLOAD decoded raw bytes as RLP and threw RlpException
(observed on a pre-existing benchmark DB).

Gate the brand-new case on the slot column being empty instead: wrapping is only
safe when there are no pre-existing raw slots to misread. Each persistence passes
its slot-holding column (Storage, or StorageNodes for FlatInTrie).

Add a regression test (raw slots present, no SlotEncoding, with and without the
Layout marker → resolves to raw) and one for the empty-DB-with-Layout case. Tests
that simulated raw mode by seeding the Layout marker now pin SlotEncoding=Raw.

Co-Authored-By: Claude Opus 4.8 (1M context) <noreply@anthropic.com>

* refactor(flatdb): fold slot-encoding recording into SetLayout

SetLayout now writes both format markers — the FlatLayout and SlotEncoding=Rlp —
so any DB that records a layout also records the current slot encoding. The
separate RecordSlotEncodingOnFirstBatch and its _slotEncodingPersisted flag are
removed.

SetLayout always writes the RLP encoding because it is only ever invoked for DBs
on the current format: the first-batch recording is now gated on _rlpWrapSlots,
so a legacy raw DB (resolved to raw by slot-presence detection) is never
re-stamped — which would otherwise pin SlotEncoding=Rlp over raw data and
reintroduce the decode crash. Legacy raw DBs keep falling back to raw via
detection on ea",https://github.com/NethermindEth/nethermind/commit/efeb0f7d678baf88c7bb9131f2e6ae130bdfc969,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/efeb0f7d678baf88c7bb9131f2e6ae130bdfc969"", ""https://github.com/NethermindEth/nethermind/pull/11975""]",0.9,0.3,efeb0f7d678baf88c7bb9131f2e6ae130bdfc969,low,3,B_corroborated
f28492eb0c67b03e,nethermind,NethermindEth/nethermind,COMMIT#5f349c98fd52,Info,fix: resolve flaky TxPool tests and SpecGasCosts DEBUG crash (#10713),"* fix and improve flaky tx pool tests

* Fix TxPool test hanging indefinitely on missing TxPoolHeadChanged event (#10715)

* Initial plan

* Use CancellationTokenSource with 5s timeout instead of CancellationToken.None in TxPool test

Co-authored-by: LukaszRozmej <12445221+LukaszRozmej@users.noreply.github.com>

---------

Co-authored-by: copilot-swe-agent[bot] <198982749+Copilot@users.noreply.github.com>
Co-authored-by: LukaszRozmej <12445221+LukaszRozmej@users.noreply.github.com>

---------

Co-authored-by: Copilot <198982749+Copilot@users.noreply.github.com>
Co-authored-by: LukaszRozmej <12445221+LukaszRozmej@users.noreply.github.com>",https://github.com/NethermindEth/nethermind/commit/5f349c98fd52d5a15866582af64f623f5653e555,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/5f349c98fd52d5a15866582af64f623f5653e555"", ""https://github.com/NethermindEth/nethermind/releases/tag/1.37.0""]",,0.5,5f349c98fd52d5a15866582af64f623f5653e555,medium,3,B_corroborated
fd05ac177bc4446e,nethermind,NethermindEth/nethermind,COMMIT#559929552660,Info,Fix oob memory access in NibbleExtensions in certain scenarios (#10276),"* Initial plan

* Gate intrinsic usage in benchmarks and document Blake2 methods

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Add Debug.Assert guard to Avx2Reverse256InPlace method

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Address code review: use exceptions instead of Debug.Assert for runtime safety

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Make Avx2Reverse256InPlace internal with Debug.Assert instead of runtime exceptions

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Fix NibbleExtensions Vector256.Shuffle to require AVX2 on x86 (fixes N5095 crash)

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Revert ""Fix NibbleExtensions Vector256.Shuffle"" - analysis was incorrect

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Fix critical out-of-bounds bug in NibbleExtensions causing v1.36.0 crashes

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Add comprehensive tests for BytesToNibbleBytes to detect out-of-bounds bugs

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Remove unnecessary offset on line 52 - processed is always 0 there

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Fix whitespace formatting in NibbleTests.cs

Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>

* Update src/Nethermind/Nethermind.Benchmark/Core/BytesReverseBenchmarks.cs

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: copilot-swe-agent[bot] <198982749+Copilot@users.noreply.github.com>
Co-authored-by: benaadams <1142958+benaadams@users.noreply.github.com>
Co-authored-by: Ben {chmark} Adams <thundercat@illyriad.co.uk>
Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",https://github.com/NethermindEth/nethermind/commit/5599295526600b0b58b0539c4f5135b2b026c692,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/5599295526600b0b58b0539c4f5135b2b026c692"", ""https://github.com/NethermindEth/nethermind/pull/10276""]",,0.9,5599295526600b0b58b0539c4f5135b2b026c692,high,3,B_corroborated
7f8a81cce40f03cc,nethermind,NethermindEth/nethermind,COMMIT#2f28223a4ac2,Info,fix: clean stale flat storage when contract storage becomes empty (#11133),"* fix: handle empty storage root in flat sync and verifier

When an account's storage root is EmptyTreeHash (after self-destruct),
flat DB retained stale storage entries causing wrong reads during block
processing.

Three fixes:
- FlatTrieVerifier: verify storage for all accounts including empty-root
  ones, detecting orphaned flat entries
- ITreeSyncStore.EnsureStorageEmpty: delete flat storage + trie nodes
  for accounts with empty storage root (no-op for Patricia)
- TreeSync: call EnsureStorageEmpty in HandleTrieNode (empty storage
  leaf) and VerifyStorageUpdated (snap sync refresh with empty root),
  also filter EmptyTreeHash in VerifyStorageUpdated to prevent hanging

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* fix: handle EmptyTreeHash in verifier preimage path + add test

- Add VerifyEmptyStorage for preimage mode (PatriciaTree.Get crashes on
  EmptyTreeHash root)
- Add test Verify_EmptyStorageRoot_DetectsOrphanedFlatStorage confirming
  verifier catches stale flat storage when account has empty storage root
- Remove all debug Console.Error logging from SnapshotBundle and
  ReadOnlySnapshotBundle

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* test: add FlatTreeSyncStore.EnsureStorageEmpty unit tests

- Verify EnsureStorageEmpty deletes all storage entries for an address
- Verify it does not affect other accounts' storage
- Verify it's safe to call on accounts with no storage

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* chore: restore comment in SnapshotBundle.Clear

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* fix: skip trie traversal for empty storage root in verifier

For empty storage root, only check flat entries — don't create a
TrieLeafIterator which would resolve orphaned trie nodes and produce
misleading hash mismatch diagnostics.

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* chore: restore SnapshotBundle.cs to match",https://github.com/NethermindEth/nethermind/commit/2f28223a4ac2403241d32de8eb14086dee74280a,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/2f28223a4ac2403241d32de8eb14086dee74280a""]",0.9,0.0,2f28223a4ac2403241d32de8eb14086dee74280a,low,2,B_corroborated
e8f370b40a8bc3ba,nethermind,NethermindEth/nethermind,COMMIT#6cddd4e33311,Info,Don't crash process in debug for Disposal warning messages (#9157),,https://github.com/NethermindEth/nethermind/commit/6cddd4e333118f3a64d726c4bec57665deaf1613,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/6cddd4e333118f3a64d726c4bec57665deaf1613""]",0.8,0.5,6cddd4e333118f3a64d726c4bec57665deaf1613,medium,2,B_corroborated
38525b54c3367e7f,nethermind,NethermindEth/nethermind,COMMIT#72635169ad51,Info,"fix: resource leak — ArrayPool, double-dispose, CTS, event handlers & Resource Leak audit skill (#10951)","* Add subsystem reference docs for trie, EVM, state, RPC, network

Add contextual reference files under .agents/references/ covering
gotchas and domain knowledge for five core subsystems. Update
AGENTS.md with the new Subsystem References section.

* fix(crypto): prevent ArrayPool buffer leaks in EthereumIesEngine

Replace raw ArrayPool.Rent/Return with using ArrayPoolSpan<byte> in both
EncryptBlock and DecryptBlock. The using declaration makes buffer return
compiler-enforced on all paths — exception, early return, ThrowInvalidMac.

Before: ThrowInvalidMac() on MAC validation failure (normal path for malformed
P2P messages) leaked both k2ABuffer and macOutputBuffer. Adversarial-triggerable
by any peer sending malformed messages, causing continuous pool exhaustion.

* fix(snap): thread-safe disposal in SlotsAndProofs prevents ArrayPool corruption

Replace plain bool _disposed with Interlocked.Exchange on an int field.
The check-then-act race on the bool allowed two threads to both see
_disposed==false, both proceed to DisposeRecursive, and double-return
pooled arrays — corrupting ArrayPool state for all consumers.

The double-dispose happens because SnapProvider.AddStorageRange disposes
the response after processing, then SnapSyncFeed.HandleResponse's finally
block disposes the batch (which disposes the response again).
MessageDictionary.CleanOldRequests can also race from a background thread.

Test proves the fix: concurrent Dispose() via ManualResetEventSlim gate
asserts inner resources are disposed exactly once.

* fix(net): dispose CancellationTokenSource in P2P timeout checks

Add using declaration to CTS in CheckProtocolInitTimeout and
CheckHandshakeInitTimeout. The CTS was never disposed on any path —
leaked per-peer on every connection. On mainnet with 50+ peers churning,
this accumulates hundreds of undisposed timers per hour.

Matches the existing pattern in P2PProtocolHandler.SendPing which
already uses using CancellationTokenSource.

* fix(net): dispose C",https://github.com/NethermindEth/nethermind/commit/72635169ad5160e4019ecd22c88b01773fe7c4e6,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/72635169ad5160e4019ecd22c88b01773fe7c4e6"", ""https://github.com/NethermindEth/nethermind/pull/10951""]",0.9,0.3,72635169ad5160e4019ecd22c88b01773fe7c4e6,low,3,B_corroborated
9067395f14378426,nethermind,NethermindEth/nethermind,COMMIT#ac486e46e874,Info,Fix full pruning crash on hash. (#7907),,https://github.com/NethermindEth/nethermind/commit/ac486e46e87499e63d64059add5c709d13e69f15,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/ac486e46e87499e63d64059add5c709d13e69f15""]",,0.5,ac486e46e87499e63d64059add5c709d13e69f15,medium,2,B_corroborated
960572d7911f02e8,nethermind,NethermindEth/nethermind,COMMIT#fa44ee5f491e,Info,Receipt key with block number (#5651),"* Receipt key with block number

* Thanks copilot.

* Fix hasblock not working

* Check first key first

* Fix crash when seeking to first on disposed iterator

* Missed a file

* Fix crash with rocksdb",https://github.com/NethermindEth/nethermind/commit/fa44ee5f491eb72c394a84b7129f7270d269f18d,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/fa44ee5f491eb72c394a84b7129f7270d269f18d""]",0.8,0.3,fa44ee5f491eb72c394a84b7129f7270d269f18d,low,3,B_corroborated
b9988f4d3b1b33b2,nethermind,NethermindEth/nethermind,COMMIT#e262197731ed,Info,Fix GetTrace crash when memory is not yet resized (#4957),,https://github.com/NethermindEth/nethermind/commit/e262197731eddbeb0adec62a35c531ededece59e,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/e262197731eddbeb0adec62a35c531ededece59e""]",,0.5,e262197731eddbeb0adec62a35c531ededece59e,medium,2,B_corroborated
d197f59c235cd248,nethermind,NethermindEth/nethermind,COMMIT#218ed6252cc2,Info,Fix Holesky crash on restart (#6193),"* Create Holesky test case (#6183)

* Ensure Genesis is loaded during validation

* Preserve `WasProcessed` on semantically equivalent `BlockInfo`

* Use direct constructor instead of builder

- Something wrong there

* Use `BlockTreeBuilder`",https://github.com/NethermindEth/nethermind/commit/218ed6252cc2b8b101e1459e43ccad6187997ae5,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/218ed6252cc2b8b101e1459e43ccad6187997ae5""]",,0.5,218ed6252cc2b8b101e1459e43ccad6187997ae5,medium,2,B_corroborated
8ea5fcbd6ea98af6,nethermind,NethermindEth/nethermind,COMMIT#915815f0e11d,Info,fix: TransientResource disposal leaks and missing pruning in PersistenceManager (#10952),"Return TransientResource to pool instead of leaking on early-return and
queue-full paths in FlatDbManager.AddSnapshot. Call PrunePersistedRecursively
after marking nodes persisted in PersistenceManager to release in-memory
references to persisted children.

Co-authored-by: Claude Opus 4.6 (1M context) <noreply@anthropic.com>",https://github.com/NethermindEth/nethermind/commit/915815f0e11d38ad17228a023d2c2c13c318693f,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/915815f0e11d38ad17228a023d2c2c13c318693f""]",0.8,0.0,915815f0e11d38ad17228a023d2c2c13c318693f,low,1,C_candidate
6629f512c60beb95,nethermind,NethermindEth/nethermind,COMMIT#de9e53f42581,Info,Fix MCL memory leak (#9336),Update Nethermind.MclBindings package,https://github.com/NethermindEth/nethermind/commit/de9e53f42581bf2e74893ab248d8f6c177ab664f,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/de9e53f42581bf2e74893ab248d8f6c177ab664f""]",0.0,0.5,de9e53f42581bf2e74893ab248d8f6c177ab664f,medium,1,C_candidate
